,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
396,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"Job Title
Senior Data Engineer

18-Jun-2020

Division
Life Insurance

Job Description

Pacific Life is embarking on a multi-year initiative to invest in dynamic people and technology, ensuring a bright future for our customers and community. To support this process, we are looking for a skilled Sr. Data Engineer to join our team in Newport Beach, CA.

As a Senior Data Engineer you’ll play a key role in Pacific Life’s digital and workplace transformation by working directly with the Advanced Analytics and Data Management teams to deliver data products in a collaborative and high-impact environment. You’ll design, build, and maintain processes and components of a data pipeline to support analytics across LID, focusing on data quality and governance, pipeline performance, and best practices for democratized data access.

If you’re an expert in data engineering, traditional data warehousing, ETL and/or big data pipeline and processing, you’re exactly who we’re seeking. Technical capabilities aside, if you’re a self-starter who’s comfortable with ambiguity, able to think big without overlooking minute details, and who thrives in a fast-paced environment, you’re perfect for our team.

What You’ll Do
Develop compelling PoCs for data solutions using emerging technologies for real-time and big data ingestion and processing
Design, build, and maintain processes and components of a streaming data/ETL pipeline to support real-time analytics (from requirements to data transformation, data modeling, metric definition, reporting, etc.)
Focus on data quality-detect data/analytics quality issues all the way down to root cause, and implement fixes and data audits to prevent/capture such issues
Collaborate with data scientists and analysts to design and develop processes to further business unit and company-wide data science initiatives on a common data platform
Align with the systems engineering team to propose and deploy new hardware and software environments required and expand existing environments
Diligently team with the infrastructure, network, database, application and business intelligence teams to guarantee high data quality and availability
Tech & Tools You’ll Use

NoSQL databases (Cassandra, HBase, Mongo), Python, Scala and/or Java, SQL, Data processing technologies (Spark, Storm, Kafka, Flume, Pig, Hive, Sqoop, Hadoop/MapReduce), Data warehouses (Greenplum, Snowflake, Redshift

Factors for Success
8+ years of data engineering experience in traditional data warehousing, ETL and/or big data pipeline & processing environments
Strong data modeling and SQL experience
Strong programming experience with Python, Scala and/or Java
Experience with big data processing technologies (Spark, Storm, Kafka, Flume, Pig, Hive, Sqoop, Hadoop/MapReduce, etc.)
Experience with columnar storage and massive parallel processing data warehouses (Greenplum, Snowflake, Redshift preferred)
Hands on experience with building CI/CO
Experience modeling and querying for NoSQL databases (Cassandra, HBase, Mongo)
Experience working within agile software engineering methodologies
A career at Pacific Life is more than a job. You’ll find those who work passionately each day to drive our company forward enjoy job security, flexible scheduling and great opportunities for career growth. If you’re seeking a thriving career doing the type of meaningful work that’s all too rare at a Fortune 200 Company, you’re the perfect cultural fit for our team. See how we harness the Power of Pacific to fulfill our shared purpose – apply for one of our positions and grow your career with Pacific Life today!

#LI-DD1

#LI-DD1

Req Number
5303BR

Full Time / Part Time
full time

Benefits
Join the Pacific Life team and watch your career grow! We offer a competitive compensation and benefits package that includes: • Competitive salary and bonus program • Medical, dental, and vision as part our commitment in investing in the health and wellbeing of our employees • Two retirement savings plans: 401k savings plan with company match and Company Retirement Contribution (company-paid) • Generous vacation time and holiday pay • And much more!

EEO Statement
Pacific Life Insurance Company is an Equal Opportunity /Affirmative Action Employer, M/F/D/V. If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our career center as a result of your disability. To request an accommodation, contact a Human Resources Representative at Pacific Life Insurance Company.

About Pacific Life
Pacific Life is fully committed to supporting our team with a safe and healthy work environment. During these challenging times, we’re using digital technology and remote work options to ensure every employee is empowered to contribute to their full potential while growing their careers at Pacific Life.

Pacific Life is a growth-oriented company with a strong and competitive position within the life insurance, retirement savings, and reinsurance markets. It holds top 15 market positions in almost all of its key products and has a diverse product portfolio serving the key markets of the highly affluent, broad market, small and mid-size businesses, and the institutional space. It has a global presence through its reinsurance business, with key markets in the U.K., Asia, and Australia. Pacific Life’s structure as a mutual holding company is a competitive advantage, allowing the company to make decisions with a long-term view for the best interests of the organization and its policyholders. Pacific Life has a stellar reputation for service and value to the financial intermediaries and distribution channels that distribute our products.

We firmly believe each of our employees play a part in our continued growth and success, and we pride ourselves in providing a work environment that is challenging, inclusive, collaborative, and results-oriented. With a powerful past and a strong future, Pacific Life provides an exciting work environment where your energy, enthusiasm, and ideas are valued. We are committed to giving you the resources and space to do your best work and feel good about the impact you make.

Pacific Life is ranked 298th on the 2019 Forbes Fortune 500 list, has been named one of the 2019 World’s Most Ethical Companies® by the Ethisphere Institute, and was named by Forbes as one of America's Best Midsize Employers for 2019.

Position Location(s)
Aliso Viejo, CA",3.8,"Pacific Life
3.8","Aliso Viejo, CA",-1,1001 to 5000 Employees,1868,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
397,"Staff Data Engineer, eComm, Web Analytics",$105k-$182k (Glassdoor Est.),"Position Summary...
What you'll do...


As a Staff Data Engineer, Web Analytics, you will help the Worlds largest omnichannel retailer instrument tagging and tracking in Omniture (Adobe Analytics) to collect user clickstream data. You will Architect Web Analytics data infrastructure including Omniture instrumentation both client and server-side integration. You will partner with channel and category BI analysts, the campaign measurement team, and data scientists on data initiatives and will ensure data is consistent and accurate at scale.

Responsibilities
Subject matter expert in Adobe Analytics (Omniture)
Provide data architecture that is flexible, scalable, and consistent for cross-functional use, and aligned to stakeholder business requirements.
Design and Build realtime analytics platform by leveraging Apache Flume, Kafka, and Spark Structured Streaming or similar technologies
Enhance and Maintain a Google Cloud based data platform built using DataProc, PubSub, Cloud Storage, Jupyter Hub (Jupyter Notebooks) and Livy
Build analytical tools to increase productivity of Data Analysts, Data Scientists and Marketers
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, address speed/performance issues
Work with BI and data science team members to assist them in accessing and leveraging key data sets
Define SLA and acceptable time lags by data source, define QA process, and socialize resolution process to ensure data accuracy and consistency
Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Computer Science and 4 years' experience in software engineering or related field. Option 2: 6 years experience in
software engineering or related field. Option 3: Master's degree in Computer Science and 2 years' experience in software engineering or related
field.
3 years' experience in data engineering, database engineering, business intelligence, or business analytics.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data engineering, database engineering, business intelligence, or business analytics, ETL tools and working with large data sets in the cloud, Masters degree in Computer Science or related field and 4 years' experience in software engineering",3.3,"Walmart
3.3","San Bruno, CA",-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
398,"Staff Data Engineer, eComm, Backend",$105k-$182k (Glassdoor Est.),"Position Summary...
What you'll do...


As a Staff Data Engineer, Backend, you will help the Worlds largest omnichannel retailer model, collect, process, transform, organize and leverage robust data sets that will be used to manage and optimize the business. This Staff Data Engineer will Architect, Design, Develop and Deliver end-to-end data pipelines in a Cloud and Hybrid environment to calculate aggregate core Marketing metrics that help track and measure Marketing media performance. This Staff Data Engineer partners with channel and category BI analysts, the campaign measurement team, and data scientists on data initiatives and will ensure data is consistent and accurate at scale.

Responsibilities
Lead specific areas of Marketing domain from Data Engineering standpoint
Help Marketing organization to become a 100% data driven organization by building a next generation data platform that brings accurate and timely data to the Marketers
Architect, Design, Develop and Maintain multiple robust, scalable and generic data pipelines to support Marketing Channel performance, Category performance, Customer cohort activity, and Financial Plan/Forecast reporting.
Provide data architecture that is flexible, scalable, and consistent for cross-functional use, and aligned to stakeholder business requirements.
Design and Build realtime analytics platform by leveraging Apache Flume, Kafka, and Spark Structured Streaming or similar technologies
Enhance and Maintain a Google Cloud based data platform built using DataProc, PubSub, Cloud Storage, Jupyter Hub (Jupyter Notebooks) and Livy
Build API connectors to source in Marketing spend and performance data from external partners
Build analytical tools to increase productivity of Data Analysts, Data Scientists and Marketers
Work with machine learning/data science team on implementation of data with AI models
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, address speed/performance issues
Work with BI and data science team members to assist them in accessing and leveraging key data sets
Define SLA and acceptable time lags by data source, define QA process, and socialize resolution process to ensure data accuracy and consistency
Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Computer Science and 4 years' experience in software engineering or related field. Option 2: 6 years experience in
software engineering or related field. Option 3: Master's degree in Computer Science and 2 years' experience in software engineering or related
field.
3 years' experience in data engineering, database engineering, business intelligence, or business analytics.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data engineering, database engineering, business intelligence, or business analytics, ETL tools and working with large data sets in the cloud, Masters degree in Computer Science or related field and 4 years' experience in software engineering",3.3,"Walmart
3.3","San Bruno, CA",-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
399,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"WHO WE ARE

NCSOFT is a premiere digital entertainment company and global publisher with worldwide locations and more than 4,000 employees focused on bringing extraordinary games to life for millions of fans around the world. Established in 1997 and headquartered in Seoul, South Korea, we quickly became a key leader in online games. Best known for critically acclaimed franchises including Lineage, Aion, Guild Wars, and Blade & Soul, NCSOFT is also one of the world's top mobile developers with Lineage 2M occupying the #1 grossing revenue slot on Google Play. Our core goal is making people in this world happier by delivering games that entertain a globally connected audience has remained the same. Our culture is innovative, creative, collaborative and impactful, and we are passionate about creating the best gaming experiences for our players.

WHY JOIN THE BUSINESS INTELLIGENCE PLATFORM TEAM?
We are a passionate and positive team that is always working on new data engineering technology and exciting projects including new game launches.
We feel team members are most effective in working on what they are passionate about. We are all capable of working on any given project, and often shift tasks based on preference.
We own the data platform, contributing to the design, implementation, and maintenance of these data services so we aren't shy about experimenting with new tech. However, we take a measured approach in order to minimize introducing unnecessary technical debt.
We collaborate with Analytics, Game Development, Platform and Publishing teams. Our data platform supports all kinds of data in an efficient environment that helps with analysis, customer care and company wide data-driven decisions.
WHAT YOU'LL DO

As a Senior Data Engineer, you'll be responsible for gathering and collecting data, storing it, doing batch processing or real-time processing on it, and serving it to data scientists and data analysts to easily query.
Understanding data source (10%)
Develop data processes for construction, mining, and modeling that are delivered to the data analyst/science team (30%)
Create large data warehouses by running some ETL (Extract, Transform and Load) that is used for analysis by the analyst/scientists (30%)
Install continuous pipelines of huge pools of filtered information so that data analyst/scientists can pull relevant data sets for their analyses (20%)
Develop, construct, test and maintain architectures such as databases and large-scale data processing systems (10%)
WHAT YOU'LL NEED TO BE SUCCESSFUL
BS in Computer Science or equivalent experience
5+ years of day-to-day working experience as data engineer
Experience with object-oriented and functional programming languages: Python, Scala etc.
Experience with RDBMS (MS-SQL, MYSQL etc.) and NoSQL (MongoDB, DynamoDB etc.)
Experience with Big Data query and application knowledge: Hive, Impala, Fluentd, Spark, Sqoop, Pig etc.
Experience with ETL and data integration tool : Airflow, Informatica PowerCenter
Experience with AWS cloud services: EC2, S3, EMR, Glue, RedShift, Athena etc.
Proficiency in general database administration concepts and efficient query writing
Excellent verbal and written communication skills
An eagerness to continually improve their skills, learn new technologies and is willing to take initiative beyond basic responsibilities
This is a full time, on-site position at our office in Aliso Viejo, CA. A casual, friendly work environment, a comprehensive benefits package, a competitive salary, and more are all part of what makes NCSOFT West a great place to work.",3.0,"NCSOFT
3.0","Aliso Viejo, CA",-1,1001 to 5000 Employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),-1
400,Senior Software Engineer: Data Infrastructure,$105k-$182k (Glassdoor Est.),"Located in Northern California, the Joby Aviation team has been steadily working toward our goal of providing safe, affordable, fully electric air transportation that is accessible to everyone. Imagine an air taxi that takes off vertically, then quietly and quickly carries you over the congestion below, giving you back that time you’d otherwise spend sitting in traffic. Technology has advanced to the point where designing and operating an all-electric aircraft is completely viable. Our team has been discreetly designing and flight testing this vehicle and is looking for talented individuals to see it through certification and high rate production.

Working as a Senior Software Engineer you will be responsible for further development of infrastructure and platforms for wrangling data produced by Joby Aviation test and flight operations. You should be able to work cohesively inside of a team, understand large data systems, and have an eye for scalable and flexible designs. You will also need to work closely with your colleagues across a broad set of highly technical disciplines who depend on data. The ideal candidate is energetic, has a positive attitude, is flexible and excited about learning and using new technologies.


The successful candidate will assist in architecting, designing, and implementing systems to:
Wrangle data from a multitude of telemetry sources.
Employ standard database technologies in a modern, scalable data mining and analytics system.
Efficiently push, pull, and process Joby Aviation data in support of Data Analytics and Machine Learning.
Provide robust analytics platforms to Joby Data Scientists and Analysts.
Support visualization and presentation tools that help Scientists and Engineers realize value from data.
Monitor performance, reliability, and trends to efficiently scale our Data Services infrastructure.

University degree in computer science, computer engineering, physics, mathematics, or similar field.
5+ years experience in relevant industry.
Expert knowledge of data system architectures.
Expert knowledge of database technologies oriented towards time-series data and platforms for scientific computing and analytics.
Expert knowledge of big-data and cloud methodologies, including extensive experience with Unix or Linux for development and deployment -- specific experience with Kubernetes and AWS considered a strong plus.
Ability to support and work closely with a myriad of colleagues who are experts in aircraft design, systems engineering, test engineering, flight test operations, data analytics, and machine learning.

POSITION MAY INCLUDE ACCESS TO TECHNOLOGY THAT IS SUBJECT TO U.S. EXPORT CONTROLS.",3.8,"Joby Aviation
3.8","Santa Cruz, CA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
401,"Staff Data Engineer, eComm- Visualization (Tableau SME)",$105k-$182k (Glassdoor Est.),"Position Summary...
What you'll do...


As a Staff Data Engineer, Visualization, you will help the Worlds largest omni-channel retailer structure, collect, organize and display robust data sets that will be used to manage and optimize the business. The Staff Data Engineer will work closely with database architects, channel and category BI analysts, the campaign measurement team, and data scientists on data initiatives and will ensure data is consistent and accurate at scale.

Responsibilities:
•Maintain robust visualizations to support Marketing Vehicle performance, Category performance, Customer cohort activity, and Financial Plan/Forecast reporting.
•Define the BI Architecture for dynamic and real time updates of dashboards.
•Provide data architecture that is flexible, scalable, and consistent for cross-functional use, and aligned to stakeholder business requirements.
•Deliver ongoing and accurate reporting of KPIs for Weekly Business Review reporting.
•Define optimized DB schemas that power the snappy dashboards.
•Publish KPI definitions and ensure they are consistent with Marketing Analytics, Marketing Finance, and Retail Operations expectations.
•Work with BI and data science team members to assist them in accessing and leveraging key data sets.
•Provide analytics tools and training to drive actionable insights into key business performance metrics, including campaign and category performance, marketing vehicle performance, customer funnel metrics, and operational efficiency.
•Define SLA and acceptable time lags by data source, define QA process, and socialize resolution process to ensure data accuracy and consistency.

Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Computer Science and 4 years' experience in software engineering or related field. Option 2: 6 years experience in
software engineering or related field. Option 3: Master's degree in Computer Science and 2 years' experience in software engineering or related
field.
3 years' experience in data engineering, database engineering, business intelligence, or business analytics.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data engineering, database engineering, business intelligence, or business analytics, ETL tools and working with large data sets in the cloud, Masters degree in Computer Science or related field and 4 years' experience in software engineering",3.3,"Walmart
3.3","San Bruno, CA",-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
402,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"Roofstock is the leading marketplace for investing in single-family rental homes that cash flow day one. With over $2B in transactions, our mission is to make real estate investing radically accessible, cost effective and simple. We want to use technology to transform the way real estate is bought and sold and make real estate investing as simple as investing in stocks. Simply put, we are passionate about helping our customers build wealth through real estate.

Roofstock has been recognized as a great workplace by Glassdoor and Great Place to Work® and was recently named to the Forbes Fintech 50 and the Red Herring 100 lists of most innovative companies. Roofstock has raised over $83M to date, is based in Oakland, CA and Dallas,TX with approximately 200 people and is growing rapidly. Check out our reviews and see why our employees love working here!

We are looking for a talented Senior Data Engineer to join our established, small but quickly growing company, working on a wide range of data projects in close collaboration with other data engineers, data scientists, and data analysts in an integrated Data Team. We use a modern all-cloud data stack including Airflow, Docker, DBT, Python, Snowflake, Tableau, Sigma, and our old friend SQL.

If you thrive in a team environment, are willing to pitch in wherever needed to help the team succeed, are passionate about data and excited about empowering users with data to drive decision making, Roofstock is the place for you.
What you will do:
Improve and maintain the data infrastructure
Design, implement and deploy, scalable, fault-tolerant pipelines that ingest, and refine large diverse (structured, semi-structured and unstructured datasets) into simplified accessible data models in production
Built departmental data-marts for supporting analytics across the company
Collaborate with cross-functional teams to understand data flows and processes to enable design and creation of the best possible solutions to each engineering challenge
Provide quality data solutions in a timely manner and be responsible for data governance and integrity while meeting objectives and maintaining SLAs
Build tools and fundamental data sets that encourage self-service
What you bring with you:
BS or MS in a technical field: computer science, engineering or similar
8+ years professional experience working with both relational and analytical databases (preferably SQL Server, PostgresSQL, Snowflake)
5+ years professional experience in building robust data pipelines (beyond simple API pulls) and writing ETL/ELT code (SSIS, Informatica, python code, shell scripts, complex SQL)
3+ years of experience working with Airflow, AWS/Azure
Expert understanding of the SDLC, data warehousing concepts and dimensional data modeling
Advanced skills related to database management, administration and security
Experience building and deploying data-related infrastructure (messaging, storage, compute, transform, execution via docker, and/or CI/CD pipelines across dev/stage/prod)
Experience in DBT is a plus
Strong communication and interpersonal skills
Roofstock is an equal opportunity employer. In keeping with the values of Roofstock, we make all employment decisions including hiring, evaluation, termination, promotional and training opportunities, without regard to race, religion, color, sex, age, national origin, ancestry, sexual orientation, physical handicap, mental disability, medical condition, disability, gender or identity or expression, pregnancy or pregnancy-related condition, marital status, height and/or weight.",4.2,"Roofstock
4.2","Oakland, CA",-1,51 to 200 Employees,2015,Company - Private,Real Estate,Real Estate,$10 to $25 million (USD),-1
403,"Senior Software Engineer, Data",$105k-$182k (Glassdoor Est.),"Role Summary

You will help build the core technology and algorithms that drive the newest addition to our suite: Usage Intelligence. This position will have the opportunity to contribute greatly to both our company by producing quality actionable data that our users can derive insight from, as well as to your career - through the work you will do in this leading area of technology.

You have worked at a startup before, and are used to working in a fast paced environment and making a big impact on the projects you work on and lead.

If you're this purple squirrel we speak of - that has strong data science skills, even stronger coding skills and great product/business acumen, our co-founders are ready to talk.

Who We Are

Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile market economy and are looking to increase app downloads through app store optimization.

We serve independent and Fortune 500 customers alike, spanning the mobile games, travel & hospitality, music, finance, and broadcast entertainment markets. Our suite of products consist of free, “SMB”, and Enterprise-tiered solutions including Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence.

We are a privately held company headquartered in San Francisco and was a member of AngelPad’s startup incubator program in 2013. Our insights are cited by the world’s leading news and finance publications, including the Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters.

Read more about some of our Technical challenges here (written by members of our engineering team):
https://sensortower.com/blog/speeding-up-the-backend-with-graph-theory
https://sensortower.com/blog/how-we-scaled-to-thousands-of-sidekiq-workers

Read more about our Engineering Culture here: https://www.keyvalues.com/sensor-tower
Responsibilities
Execute on the development of data modeling algorithms with a focus on: analyzing large sets of data, building models, ensuring data accuracy, reliability and consistency.
Developing, refining and bringing data models to production. This role will work on models that are consumed by our end users: you’re not building internal tools or one time reports, but working on the actual product that our users consume and rely on every day.
Embrace a quick build, measure and iterate cycle to bring products to market and work alongside world class engineers, and data scientists.
Requirements
You have experience working on engineering, data analysis and data modelling problems at scale, and producing data models that drive meaningful business impact.
You are comfortable and fluent with high level Math and Statistics concepts.
You have experience designing and fine tuning algorithms. You are challenge driven and enjoy solving difficult problems while ensuring data accuracy.
4+ Years working and coding in a programing language like Python, Ruby, etc.
BS or Advanced degree in CS or related field.
Why Join Sensor Tower?
We were named one of the 50 Tech Companies to Know in 2020 by BuiltIn
After seven years of building Sensor Tower off of $1MM (Seed, 2013), we're excited to announce our $45MM growth investment. Read more about it here, in the words of our co-founders.
We have a birds-eye view of the entire mobile app ecosystem, and we keep our teams constantly abreast of the latest mobile app trends, news, and best practices.
You align with our Core Values: Customer-Focused, Innovative, Continuously Learning, Action-Oriented, Respectful, Data & Metrics-Driven.
We grant options to all of our employees because we recognize that everybody plays an integral role in our success; thus all employees should be invested in Sensor Tower (both figuratively and literally).
We offer unlimited PTO, Health and Wellness stipends, flexible work hours, 401K, team trips (white water rafting, Hawaii, and weekend Tahoe mansion trips to name a few), and more
Covid-19 Specific benefits: Stipend to set up your home office and/or gym, WiFi stipend, daily UberEats delivery stipend, and virtual team events
For more information about our Engineering team, please visit our Key Values profile.

Sensor Tower is proud to be an equal opportunity workplace.

We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you have a disability or special need that requires accommodation, please let us know.",4.6,"Sensor Tower
4.6","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
404,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"Requisition ID # 55671

Job Category : Information Technology

Job Level : Individual Contributor

Business Unit: Information Technology

Job Location : San Francisco

Department Overview

PG&E’s Information Technology (IT) organization is comprised of various unified departments which collaborate effectively in order to deliver high quality technology solutions.

The Data & Analytics Team within IT is responsible for working collaboratively with the lines of business (e.g., Electric Operations, Gas Operations, etc.) to implement consumer-grade data platforms and products across various user groups (e.g., asset strategists, inspectors, emergency operations, etc.). This includes, but is not limited to:
Deploying best-in-class / rapid delivery capabilities for data solutions and self-service enablement for highly skilled analysts and data scientists
Simplifying, improving, and standardizing processes to promote data-driven decisions and drive the digital transformation of the utility.
Rapid delivery of back-end solutions for a multitude of applications
Position Summary

We are looking for a Senior Data Engineer to be part of our exciting and growing team. Your primary focus is to build data products to support risk reduction and digital transformation of the company. As a productive member of a motivated group of engineers, product teams, and technical analysts, you will be producing ground-breaking, forward thinking, and revolutionary projects that are industry changing.

What you will get:
The opportunity to contribute to a best-in-class digital organization that ships real products to real users that have a direct impact to company operations and improvements to the safety of California
Extreme leadership support for your development and your day to day success
Autonomy to make decisions in a rapidly growing team
Best in class perks and benefits
Responsibilities:
Build awesome big data products within a fun team where culture is the foundation for success
Provide input on technical feasibility while collaborating with teams to guide features and provide technical know-how
Provide subject matter expertise to design data products and workflows that are robust and fault tolerant
Evolve technical solutions to incorporate new technologies
Debug and optimize complex applications that have real impacts
Build best-in-class cloud-native data products in AWS
Effectively communicate the solution to non-technical stakeholders
Maintain a productive working environment while fostering an open and honest culture of trust, accountability, and humbleness
Be a strong advocate for a culture of quality
Follow an agile development methodology
Qualifications:

Minimum:
BA/BS in Computer Science, Management Information Systems, or equivalent experience and/or field of study
5 years of programming analysis experience
Desired:
10 years of IT/Software Engineering experience
7 years of experience working in application development and architecture
5 years of experience developing solution architecture for complex technical problems
Hands on experience working with multiple technologies and platforms
Exposure to enterprise applications and ERP systems (e.g. SAP)
Strong Data Engineering experience specifically including AWS Glue, Python, PySpark and SQL
Experience in building and deploying through CI/CD (e.g. Jenkins)
Working knowledge of Docker and Kubernetes
Experience working in an Agile environment
Experience with developing solutions for data driven applications in the cloud
Experience in developing fault-tolerant applications
Experience with instrumenting applications with health checks and proactive monitoring
Excellent communication and collaboration skills and a strong work ethic
Very strong analytical and problem-solving skills
Experience with GIS
Knowledge of SAP
Able to build a sense of trust and rapport that creates a comfortable & effective workplace
Able to further community & elevate team performance
Brings a high-energy and passionate outlook to the role and has strong sense of ownership",3.5,"Pacific Gas And Electric Company
3.5","San Francisco, CA",-1,10000+ Employees,1905,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
405,GCP Data Engineer,$105k-$182k (Glassdoor Est.),"GCP Data Engineer

San Jose, CA (OR) RTP, North Carolina

Salary – Open, but please keep it as low as possible

Must Have:

Data Warehousing

Data Modeling

GCP

Snowflake

Responsibilities
Architect & build data pipelines from snowflake to GCP
Manage and improve the data integrity and reliability of data services.
Build data frameworks to onboard new data into snowflake and GCPdata warehouse
Foster collaboration among engineering teams, IT & other business groups to ensure data access is secure & are audit-able.
Automation of data pipelines and ensure it’s scalable and performant as well as creating and maintaining service to connect data products.
Hands on, sleeves up development to conduct proof of concepts where required to enable DataOps methodologies. Automating data provisioning activities, etc.
Ensure DataOps and automation initiatives are implemented considering operational requirements and the solutions deployed in production are fit for purpose and ease operational activities.
Incorporate agile ways of working into the delivery process thru use of DABL (Discovery, Alpha, Beta, Launch) framework to show incremental value.
Collaborate with Architects, DevOps engineers, Data Scientists, Data Analysts, Ops teams, and Product Vendors to drive a common DataOps framework for continuous delivery and quality attainment.
Support any engineering effort it takes to make DSDR useful and adopted by all targeted data science & analytics teams.
Supporting multiple data science teams in getting access to data in Snowflake, & troubleshooting Snowflake platform issues.
Assisting with enabling and executing on cross-functional shared data science team workflow architecture.
WHAT YOU WILL NEED:
8+ years of experience in Data warehousing, data modeling, and SQL .
3 + years of experience in working on public cloud (AWS & GCP)
3+ years of experience in MPP or Cloud data warehouse solutions like Snowflake, Redshift, BigQuery or Teradata
Experience in ETL based data pipeline build outs is useful..
Experience with sourcing and modeling data from application APIs.
Strong communication and cross functional collaboration skill
Job Type: Contract

Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19",3.1,"SSIT
3.1","San Jose, CA",-1,201 to 500 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
406,Data Frameworks Engineer,$105k-$182k (Glassdoor Est.),"Summary:
We are looking for a savvy Data Frameworks Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Frameworks Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Job Responsibilities:
Create and maintain data pipeline frameworks with the optimal architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.

Skills:
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Strong project management and organizational skills.
Experience supporting and working with cross-functional teams in a dynamic environment.
We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science. They should also have experience using the following software/tools:
Solid Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with data pipeline and workflow management tools: Airflow.
Experience with AWS cloud services: EC2, EMR
Experience with Vertica
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.

Education/Experience:
Bachelor's degree in computer science or equivalent training required.
5+ years related experience required.",4.1,"APN Software Services Inc.
4.1","Mountain View, CA",-1,51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
